Stn Code,Sampling Date,Month,Year,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM,Location of Monitoring Station,PM 2.5
357,19/09/2012,9,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,7.1,18,52,,"HiTech Chackai, Thiruvananthapuram",
357,20/09/2012,9,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,15.6,18.9,59,,"HiTech Chackai, Thiruvananthapuram",
357,25/09/2012,9,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,17.1,18.1,55,,"HiTech Chackai, Thiruvananthapuram",
357,27/09/2012,9,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,15.8,17.5,56,,"HiTech Chackai, Thiruvananthapuram",
357,10/3/2012,10,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,14.3,17.6,60,,"HiTech Chackai, Thiruvananthapuram",
357,10/6/2012,10,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,15.6,17,61,,"HiTech Chackai, Thiruvananthapuram",
357,10/10/2012,10,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,13.6,17.7,59,,"HiTech Chackai, Thiruvananthapuram",
357,15/10/2012,10,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,15.6,16.2,61,,"HiTech Chackai, Thiruvananthapuram",
357,18/10/2012,10,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,15,16.1,54,,"HiTech Chackai, Thiruvananthapuram",
357,20/10/2012,10,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,14.4,16.1,52,,"HiTech Chackai, Thiruvananthapuram",
357,25/10/2012,10,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,13.3,15.3,53,,"HiTech Chackai, Thiruvananthapuram",
357,29/10/2012,10,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,13.6,14.6,54,,"HiTech Chackai, Thiruvananthapuram",
357,11/1/2012,11,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,15.1,16.6,60,,"HiTech Chackai, Thiruvananthapuram",
357,11/5/2012,11,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,14,17.2,59,,"HiTech Chackai, Thiruvananthapuram",
357,11/8/2012,11,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,13.3,16.6,57,,"HiTech Chackai, Thiruvananthapuram",
357,16/11/2012,11,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,15.4,18.4,62,,"HiTech Chackai, Thiruvananthapuram",
357,19/11/2012,11,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,16.3,18.5,58,,"HiTech Chackai, Thiruvananthapuram",
357,22/11/2012,11,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,14.7,19.1,62,,"HiTech Chackai, Thiruvananthapuram",
357,24/11/2012,11,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,15.1,18.1,58,,"HiTech Chackai, Thiruvananthapuram",
357,26/11/2012,11,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,15.7,18.8,59,,"HiTech Chackai, Thiruvananthapuram",
357,29/11/2012,11,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,15.6,20,61,,"HiTech Chackai, Thiruvananthapuram",
357,12/3/2012,12,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,16.3,17.6,57,,"HiTech Chackai, Thiruvananthapuram",
357,12/6/2012,12,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,15.5,19.4,60,,"HiTech Chackai, Thiruvananthapuram",
357,12/11/2012,12,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,16.2,20.8,56,,"HiTech Chackai, Thiruvananthapuram",
357,15/12/2012,12,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,16.3,17.9,58,,"HiTech Chackai, Thiruvananthapuram",
357,18/12/2012,12,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,17.2,19,57,,"HiTech Chackai, Thiruvananthapuram",
357,21/12/2012,12,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,18.1,19.2,62,,"HiTech Chackai, Thiruvananthapuram",
357,24/12/2012,12,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,18.4,20,61,,"HiTech Chackai, Thiruvananthapuram",
357,27/12/2012,12,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,17.9,19.8,60,,"HiTech Chackai, Thiruvananthapuram",
357,29/12/2012,12,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Industrial Area,18.1,19.7,62,,"HiTech Chackai, Thiruvananthapuram",
419,1/3/2012,1,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.5,27,51,,"PRS Hospital, Thiruvanathapuram",
419,1/5/2012,1,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.7,26.7,52,,"PRS Hospital, Thiruvanathapuram",
419,1/9/2012,1,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,27.1,49,,"PRS Hospital, Thiruvanathapuram",
419,1/12/2012,1,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.7,25.7,49,,"PRS Hospital, Thiruvanathapuram",
419,18/01/2012,1,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.5,24.9,51,,"PRS Hospital, Thiruvanathapuram",
419,21/01/2012,1,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.3,26.4,48,,"PRS Hospital, Thiruvanathapuram",
419,25/01/2012,1,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.8,26.7,51,,"PRS Hospital, Thiruvanathapuram",
419,30/01/2012,1,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.7,25.5,52,,"PRS Hospital, Thiruvanathapuram",
419,2/3/2012,2,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,28.3,52,,"PRS Hospital, Thiruvanathapuram",
419,2/6/2012,2,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.5,27,53,,"PRS Hospital, Thiruvanathapuram",
419,2/10/2012,2,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.5,26.8,54,,"PRS Hospital, Thiruvanathapuram",
419,13/02/2012,2,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.8,25.3,52,,"PRS Hospital, Thiruvanathapuram",
419,15/02/2012,2,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,27.2,52,,"PRS Hospital, Thiruvanathapuram",
419,18/02/2012,2,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.8,27.9,55,,"PRS Hospital, Thiruvanathapuram",
419,23/02/2012,2,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,7,27.8,52,,"PRS Hospital, Thiruvanathapuram",
419,27/02/2012,2,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,7.1,25.8,52,,"PRS Hospital, Thiruvanathapuram",
419,3/3/2012,3,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,24.1,60,,"PRS Hospital, Thiruvanathapuram",
419,3/7/2012,3,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,8.2,30.1,64,,"PRS Hospital, Thiruvanathapuram",
419,3/12/2012,3,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.7,26.1,50,,"PRS Hospital, Thiruvanathapuram",
419,15/03/2012,3,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,7,25.9,57,,"PRS Hospital, Thiruvanathapuram",
419,19/03/2012,3,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,26.9,53,,"PRS Hospital, Thiruvanathapuram",
419,23/03/2012,3,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.7,27.3,53,,"PRS Hospital, Thiruvanathapuram",
419,28/03/2012,3,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,26.5,55,,"PRS Hospital, Thiruvanathapuram",
419,31/03/2012,3,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.8,26,54,,"PRS Hospital, Thiruvanathapuram",
419,4/2/2012,4,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.2,26.5,52,,"PRS Hospital, Thiruvanathapuram",
419,4/4/2012,4,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.8,26.3,54,,"PRS Hospital, Thiruvanathapuram",
419,4/9/2012,4,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,28.5,51,,"PRS Hospital, Thiruvanathapuram",
419,13/04/2012,4,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.5,27.4,53,,"PRS Hospital, Thiruvanathapuram",
419,18/04/2012,4,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.7,24.1,51,,"PRS Hospital, Thiruvanathapuram",
419,21/04/2012,4,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.4,25.1,52,,"PRS Hospital, Thiruvanathapuram",
419,25/04/2012,4,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,24.4,51,,"PRS Hospital, Thiruvanathapuram",
419,28/04/2012,4,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.5,25.2,53,,"PRS Hospital, Thiruvanathapuram",
419,5/2/2012,5,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,23.5,54,,"PRS Hospital, Thiruvanathapuram",
419,5/5/2012,5,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.8,25.4,53,,"PRS Hospital, Thiruvanathapuram",
419,5/9/2012,5,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,25.5,54,,"PRS Hospital, Thiruvanathapuram",
419,14/05/2012,5,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.7,25.1,53,,"PRS Hospital, Thiruvanathapuram",
419,16/05/2012,5,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.5,23.9,54,,"PRS Hospital, Thiruvanathapuram",
419,21/05/2012,5,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.9,26.3,52,,"PRS Hospital, Thiruvanathapuram",
419,24/05/2012,5,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.3,28.1,52,,"PRS Hospital, Thiruvanathapuram",
419,28/05/2012,5,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,25.5,55,,"PRS Hospital, Thiruvanathapuram",
419,6/2/2012,6,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.4,22.4,56,,"PRS Hospital, Thiruvanathapuram",
419,6/5/2012,6,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.2,24.1,51,,"PRS Hospital, Thiruvanathapuram",
419,6/8/2012,6,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.8,24.5,49,,"PRS Hospital, Thiruvanathapuram",
419,6/12/2012,6,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.4,24.2,49,,"PRS Hospital, Thiruvanathapuram",
419,14/06/2012,6,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.3,23.3,49,,"PRS Hospital, Thiruvanathapuram",
419,18/06/2012,6,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.7,21.8,47,,"PRS Hospital, Thiruvanathapuram",
419,20/06/2012,6,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.1,22.3,46,,"PRS Hospital, Thiruvanathapuram",
419,23/06/2012,6,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.1,22,48,,"PRS Hospital, Thiruvanathapuram",
419,27/06/2012,6,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.1,21.1,45,,"PRS Hospital, Thiruvanathapuram",
419,30/06/2012,6,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.3,22.6,47,,"PRS Hospital, Thiruvanathapuram",
419,7/4/2012,7,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.4,21.8,53,,"PRS Hospital, Thiruvanathapuram",
419,7/6/2012,7,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.5,22.6,50,,"PRS Hospital, Thiruvanathapuram",
419,7/9/2012,7,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.9,21.7,50,,"PRS Hospital, Thiruvanathapuram",
419,7/12/2012,7,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.5,20.5,54,,"PRS Hospital, Thiruvanathapuram",
419,17/07/2012,7,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,9.7,15.4,51,,"PRS Hospital, Thiruvanathapuram",
419,21/07/2012,7,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,18.9,53,,"PRS Hospital, Thiruvanathapuram",
419,24/07/2012,7,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,5.6,17,52,,"PRS Hospital, Thiruvanathapuram",
419,28/07/2012,7,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,15.3,18.2,54,,"PRS Hospital, Thiruvanathapuram",
419,31/07/2012,7,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,7.2,18.6,53,,"PRS Hospital, Thiruvanathapuram",
419,8/2/2012,8,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.3,18.5,50,,"PRS Hospital, Thiruvanathapuram",
419,8/4/2012,8,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6,18.4,51,,"PRS Hospital, Thiruvanathapuram",
419,8/7/2012,8,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.1,19.1,46,,"PRS Hospital, Thiruvanathapuram",
419,8/10/2012,8,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.7,18.2,50,,"PRS Hospital, Thiruvanathapuram",
419,14/08/2012,8,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.3,18,54,,"PRS Hospital, Thiruvanathapuram",
419,17/08/2012,8,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.1,19.7,51,,"PRS Hospital, Thiruvanathapuram",
419,21/08/2012,8,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6,18.3,47,,"PRS Hospital, Thiruvanathapuram",
419,23/08/2012,8,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.1,18.7,47,,"PRS Hospital, Thiruvanathapuram",
419,25/08/2012,8,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,5.9,16.5,48,,"PRS Hospital, Thiruvanathapuram",
419,9/3/2012,9,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.4,18.2,51,,"PRS Hospital, Thiruvanathapuram",
419,9/5/2012,9,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,7.4,18,52,,"PRS Hospital, Thiruvanathapuram",
419,9/11/2012,9,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,7,16.9,53,,"PRS Hospital, Thiruvanathapuram",
419,13/09/2012,9,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.1,17.1,54,,"PRS Hospital, Thiruvanathapuram",
419,17/09/2012,9,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,7,20.5,54,,"PRS Hospital, Thiruvanathapuram",
419,19/09/2012,9,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6,21,50,,"PRS Hospital, Thiruvanathapuram",
419,24/09/2012,9,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.4,19.4,53,,"PRS Hospital, Thiruvanathapuram",
419,26/09/2012,9,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,7,17.8,51,,"PRS Hospital, Thiruvanathapuram",
419,29/09/2012,9,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,19.6,48,,"PRS Hospital, Thiruvanathapuram",
419,10/1/2012,1,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.5,21.8,53,,"PRS Hospital, Thiruvanathapuram",
419,10/4/2012,4,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,7.1,22.5,55,,"PRS Hospital, Thiruvanathapuram",
419,10/8/2012,8,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.8,22,54,,"PRS Hospital, Thiruvanathapuram",
419,10/12/2012,12,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.8,20.7,51,,"PRS Hospital, Thiruvanathapuram",
419,17/10/2012,10,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.5,20.3,50,,"PRS Hospital, Thiruvanathapuram",
419,19/10/2012,10,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.5,18.2,54,,"PRS Hospital, Thiruvanathapuram",
419,22/10/2012,10,2012,Kerala,Thiruvananthapuram,Kerala State Pollution Control Board,Sensitive Area,6.6,19.3,46,,"PRS Hospital, Thiruvanathapuram",
